Paper Title,Venue,Year,Data,Users,Users lables,Tasks,Tasks Labels,"Visualization Levels (Disseminative visualization, Observational visualization, Analytical visualization, Model-developmental visualization)",Visual Representations,Visual analytics techniques (approach),DOI Link,Keyword Search On,Notes,link in Dropbox,Search
Revealing COVID-19 transmission in Australia by SARS-CoV-2 genome sequencing and agent-based modeling,,2020, real-time genome sequencing of SARS-CoV-2 in a subpopulation of infected patients during the initial 10 weeks of COVID-19 containment in Australia," epidemiologists, public health officials, and researchers","[Domain Subtype]: epidemiologists and public health officials, and researchers",They examined the added value of near real-time genome sequencing of SARS-CoV-2 in a subpopulation of infected patients during the first 10 weeks of COVID-19 containment in Australia and compare findings from genomic surveillance with predictions of a computational agent-based model (ABM).,Analyze,Analytical Visualization,"bart chart, scatter plot, clusters, "," integrating near real-time genome sequencing data with computational modeling techniques, specifically an agent-based model (ABM), to understand the transmission dynamics of COVID-19",https://doi.org/10.1038/s41591-020-1000-7,Epidemiological modeling + visualization,,https://www.dropbox.com/scl/fi/q9q7du6ntcdnb9rzoa45v/Revealing-COVID-19-transmission-in-Australia-by-SARS-CoV-2-genome-sequencing-and-agent-based-modeling.pdf?rlkey=ritfcdabxgc3j86xfdw2auuao&dl=0,2nd round
Revisiting Distance Learning Resources for Undergraduate Research and Lab Activities during COVID-19 Pandemic,,2020,,,,,,,,,https://doi.org/10.1021/acs.jchemed.0c00609,Pandemic + visualization,no visualization,https://www.dropbox.com/scl/fi/yk2z7lashfk2lywkkjbcl/qiang-et-al-2020-revisiting-distance-learning-resources-for-undergraduate-research-and-lab-activities-during-covid-19.pdf?rlkey=ju5ujtyn5tupv1b97zl9oi5p9&dl=0,2nd round
Risk of Coronavirus Disease 2019 Transmission in Train Passengers: an Epidemiological and Modeling Study,,2020,"Data from 2334 index patients and 72,093 close contacts who traveled on high-speed trains in China from December 19, 2019, to March 6, 2020, were analyzed.",,,"They analyzed the spatial and temporal distribution of COVID-19 transmission among train passengers to elucidate the associations between infection, spatial distance, and co-travel time.",Analyze,Analytical Visualization,"matrix, scatter plot, area chart",,https://doi.org/10.1093/cid/ciaa1057,Epidemiological modeling + visualization,,https://www.dropbox.com/scl/fi/w5ehqszq0rmwvrlvl1uz2/Risk-of-Coronavirus-Disease-2019-Transmission-in-Train-Passengers-an-Epidemiological-and-Modeling-Study.pdf?rlkey=2q8id45nc129rb2jbsl6xp9nd&dl=0,2nd round
"Short-term Forecasts of the COVID-19 Epidemic in Guangdong and Zhejiang, China: February 13–23, 2020",,2020,daily reported cumulative case data of COVID-19 in Guangdong and Zhejiang provinces of China,,,"They used previously validated phenomenological models to generate short-term forecasts of
cumulative reported cases in Guangdong and Zhejiang, China.",Analyze,Model-Developmental Visualization,"line chart, scatter plot","They generated forecasts using a generalized logistic growth model, the Richards growth model, and a sub-epidemic wave model,",https://doi.org/10.3390/jcm9020596,Epidemiological modeling + visualization,,https://www.dropbox.com/scl/fi/zxgvf3p76dckupnyfhd3z/Short-term-Forecasts-of-the-COVID-19-Epidemic-in-Guangdong-and-Zhejiang-China-February-13-23-2020.pdf?rlkey=to67e2idbbr8cpgmdz7jozj7h&dl=0,2nd round
SIMCard: Toward better connected electronic health record visualization,,2022,,,,,,,,,https://doi.org/10.1002/cpe.7399,Healthcare + visualization,couldn't access,,2nd round
Social Media Insights During the COVID-19 Pandemic: Infodemiology Study Using Big Data,,2021,"38 million pieces of text data from the aforementioned sources via SocialHeat, a social listening (infoveillance) platform developed by YouNet Group","public health officials, policymakers, government agencies, social media analysts","[Policymakers], [Domain Subtype]: public health officials, social media analysts",to understand public attention toward the COVID-19 pandemic in Vietnam from December 2019 to November 2020,Understand,Disseminative Visualization,"line chart, network visualization map","using the SocialHeat platform to collect and analyze text data from various online sources. Analysis includes identifying trends in public attention volume, sentiment analysis, determining top sources and posts, and examining keyword co-occurrence patterns",https://doi.org/10.2196/27116,,,https://www.dropbox.com/scl/fi/hx1cwbbn828uip1m82ino/Social-media-influence-in-the-COVID-19-Pandemic.pdf?rlkey=au3fdmy3fvkv4rdw3eoblhu6o&dl=0,1st round
Surrogate Decision Tree Visualization.,IUI,2019,,,,,,,,,,Healthcare + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/pd2gjuloi2rktedd317sy/Surrogate-Decision-Tree-Visualization..pdf?rlkey=sg464kaqrrvn9sgao1yfu0qp1&dl=0,2nd round
The Arab region's contribution to global COVID-19 research: Bibliometric and visualization analysis,,2021,The Scopus database using terms linked to COVID-19 between December 2019 and March 2021.,not relevant; bibliometrics are visualized,,,,,Network visualization map,,https://doi.org/10.1186/s12992-021-00690-8,,bibliometric analysis,https://www.dropbox.com/scl/fi/xmpjr3unta33iueymn9zt/The-Arab-region-s-contribution-to-global-COVID-19-research-Bibliometric-and-visualization-analysis.pdf?rlkey=try84793wv3aw9sgol0sr78ox&dl=0,1st round
The Contagion of Sentiments during the COVID-19 Pandemic Crisis: The Case of Isolation in Spain,,2020,public sentiment expressed on social media and digital ecosystems in Spain during the COVID-19 pandemic crisis,"psychologists, social scientists","[Domain Subtype]: psychologists, social scientists","They analyzed public sentiment on social media and digital ecosystems in Spain is analyzed. 
They identified affective tones towards media and citizens published on social media focusing on six basic emotions: anger, fear, joy, sadness, disgust and uncertainty.",Analyze,Analytical Visualization,"scatter plot, line chart, Word-cloud visualization",analyzing sentiment expressed on social media platforms to identify patterns and trends in the emotional response of the population to confinement measures during the COVID-19 pandemic in Spain,https://doi.org/10.3390/ijerph17165918,Emergency responses + visualization,,https://www.dropbox.com/scl/fi/s75urngan6wunmt4s6pn7/The-Contagion-of-Sentiments-during-the-COVID-19.pdf?rlkey=0rgq0w4rcvz4h30a6k04ccaz8&dl=0,2nd round
"The COVID-19 Pandemic Vulnerability Index(PVI) Dashboard Monitoring County-Level Vulnerability Using Visualization, Statistical Modeling, and Machine Learning",,2021,,,,"They developed the interactive COVID-19 Pandemic Vulnerability Index (PVI) Dashboard by presenting a visual synthesis of dynamic information at the county level to monitor disease trajectories, communicate local vulnerabilities, forecast key outcomes, and guide informed responses",Visualize,Disseminative Visualization,"dashboard that includes colorpleth map, line chart, bar chart, area chart, pi chart",,https://doi.org/10.1289/EHP8690,Emergency responses + visualization,,https://www.dropbox.com/scl/fi/jna0gklltt6iidi20hk9w/The-COVID-19-Pandemic-Vulnerability-Index-PVI-Dashboard-Monitoring-County-Level-Vulnerability-Using-Visualization-Statistical-Modeling-and-Machine-Learning.pdf?rlkey=7p1ui2f4svdiuuojs8f1x1kia&dl=0,2nd round
The Development of Heuristics for Evaluation of Dashboard Visualizations,,2018,,informatics experts,[Domain Subtype]: informatics experts,They developed a heuristic evaluation checklist that can be used to evaluate systems that produce information visualizations.,Others,Model-Developmental Visualization,dashboard,They used nominal group technique,https://doi.org/10.1055/s-0038-1666842,Healthcare + visualization,it's general for any dashboard,https://www.dropbox.com/scl/fi/zqo4ifafb3a96te6bg02s/The-Development-of-Heuristics-for-Evaluation-of-Dashboard-Visualizations.pdf?rlkey=36mpqfxjfod6b3wwnoaeaymrw&dl=0,2nd round
The digital transformation of the healthcare industry: exploring the rise of emerging platform ecosystems and their influence on the role of patients,,2020,,,,,,,,,https://doi.org/10.1007/s40685-020-00125-x,Healthcare + visualization,survey paper,https://www.dropbox.com/scl/fi/u2d6xm8ma83j6snmnut0h/The-digital-transformation-of-the-healthcare-industry-exploring-the-rise-of-emerging-platform-ecosystems-and-their-influence-on-the-role-of-patients.pdf?rlkey=lsftjd74fu510v6rgn0nop3vs&dl=0,2nd round
The effects of pandemics on income inequality: Visualizing a theoretical analysis,,2024,,,,,,,,,https://doi.org/10.1016/j.econmod.2024.106671,Pandemic + visualization,couldn't access,,2nd round
The Impact of Intelligent Pedagogical Agents’ Interventions on Student Behavior and Performance in Open-Ended Game Design Environments,ACM TIIS,2023,,,,,,,,,https://doi.org/10.1145/3578523,Pandemic + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/agqgtn5pusbdirqtyje2w/The-Impact-of-Intelligent-Pedagogical-Agents-Interventions-on-Student-Behavior-and-Performance-in-Open-Ended-Game-Design-Environments.pdf?rlkey=ze2mt4iehvzn20a5fz2wr8civ&dl=0,2nd round
The importance of interpretability and visualization in machine learning for applications in medicine and health care,,2020,,,,,,,,,https://doi.org/10.1007/s00521-019-04051-w,Healthcare + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/3a33w1mv2r2rg2lufyv0q/The-importance-of-interpretability-and-visualization-in-machine-learning-for-applications-in-medicine-and-health-care.pdf?rlkey=739erx816kbuv9s2eu1144xi8&dl=0,2nd round
The influence of brands on consumer behaviour in conditions of COVID-19 pandemic: Bibliometric and visualization analysis,,2021,Scopus database,not relevant; bibliometrics are visualized,,,,,"dual axis chart, network visualization map, line chart, area chart",,https://doi.org/10.1051/e3sconf/202130708003,,bibliometric analysis,https://www.dropbox.com/scl/fi/qbf11be8citugw0iuz58u/The-influence-of-brands-on-consumer-behaviour-in-conditions-of-COVID-19-pandemic-Bibliometric-and-visualization-analysis.pdf?rlkey=si9jov3z8b459kqgkzf6rnlqr&dl=0,1st round
The State of the Art in Integrating Machine Learning into Visual Analytics,Computer Graphics Forum,2017,Unsure (?) - Survey paper,,,,,,"Visualization of clustering results, Visual summaries",,https://doi.org/10.1111/cgf.13092,epidemiological modeling,,https://www.dropbox.com/scl/fi/bbiz8athv1hb8ae5m1bdd/Computer-Graphics-Forum-2017-Endert-The-State-of-the-Art-in-Integrating-Machine-Learning-into-Visual-Analytics.pdf?rlkey=1kuhnm9mxnqfrcl2sv34uvz67&dl=0,1st round
The State-of-the-Art in Predictive Visual Analytics,Computer Graphics Forum,2017,Unsure (?) - Survey paper,,,,,,"they presents web-based Predictive Visual Analytics Browser supports PVA paper organization, categorization, quick search, and filtering. ",,https://doi.org/10.1111/cgf.13210,epidemiological modeling,,https://www.dropbox.com/scl/fi/c2gorux5xaj1bzsciflwg/Computer-Graphics-Forum-2017-Lu-The-State-of-the-Art-in-Predictive-Visual-Analytics.pdf?rlkey=p6uvcqmzvl2omh4ft6q0sovah&dl=0,1st round
The status and trends of coronavirus research: A global bibliometric and visualized analysis,,2020,The Science Citation Index-Expanded (SCI-E) of the Web of Science database,not relevant; bibliometrics are visualized,,,,,"map, bar chart, network visualization map, clusters, Density visualization map",,https://doi.org/10.1097/md.0000000000020137,,bibliometric analysis,https://www.dropbox.com/scl/fi/o88y2r6mronvrtol39plw/the_status_and_trends_of_coronavirus_research__a.24.pdf?rlkey=tcq3rkn4whsdp0zpmre5u1q34&dl=0,1st round
Time Series Forecasting for the Spread of Covid-19 in Indonesia Using Curve Fitting,,2021,,,,"They used the Curve Fitting method to estimate the period and total cases of the spread of Covid-19 based on time series data for positive case growth without considering the rate of recovery, lockdown policy, and so on.",Model,Analytical Visualization,line chart,curve fitting method,https://doi.org/10.1109/EIConCIT50028.2021.9431936,Emergency responses + visualization,,https://www.dropbox.com/scl/fi/5g153vnm1k8ml5rloub07/Time_Series_Forecasting_for_the_Spread_of_Covid-19_in_Indonesia_Using_Curve_Fitting.pdf?rlkey=o6sqgwd96k5jdrrtkrp4d8k0s&dl=0,2nd round
"Translational bioinformatics in the era of real-time biomedical, health care and wellness data streams",,2017,,,,,,,,,https://doi.org/10.1093/bib/bbv118,Healthcare + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/keigwnvc19wj1uc6ooks8/Translational-bioinformatics-in-the-era-of-real-time-biomedical-healthcare-and-wellness-data-streams.pdf?rlkey=kdmx5ym9rk5ghnydc2gpw4mwx&dl=0,2nd round
Trends in Research about COVID-19 Vaccine Documented through Bibliometric and Visualization Analysis,,2022,Web of Science (WOS),not relevant; bibliometrics are visualized,,,,,"bar chart, network visualization, ",,https://doi.org/10.3390/healthcare10101942,,bibliometric analysis,https://www.dropbox.com/scl/fi/donji86qvklmmucbqfxl3/Trends-in-Research-about-COVID-19-Vaccine-Documented-through-Bibliometric-and-Visualization-Analysis.pdf?rlkey=iv3u35gg1c1j8hg45ocn3dd71&dl=0,1st round
Trends of COVID 19 Vaccines: International Collaboration and Visualized Analysis,,2021,Web of Science database,,,,,,"density and network visualizaion map, ",,http://doi.org/10.36519/idcm.2021.70,,bibliometric analysis,https://www.dropbox.com/scl/fi/z79kzasqxcc45xzequilt/Trends-of-COVID-19-Vaccines-International-Collaboration-and-Visualized-Analysis.pdf?rlkey=i7ibtlfl3aeb68ngnlz1kcist&dl=0,1st round
TweetCOVID: A System for Analyzing Public Sentiments and Discussions about COVID-19 via Twitter Activities,IUI,2021,public tweets,,,"- They presented the TweetCOVID system that offers the capability to understand the public reactions to the COVID-19 pandemic in terms of their sentiments, emotions, topics of interest and controversial discussions, over a range of time periods and locations, using public tweets.  
- They presented three example use cases that illustrates the usefulness of our proposed TweetCOVID system.",Analyze,Disseminative Visualization,"time series, line chart, heatmap",,https://doi.org/10.1145/3397482.3450733,Pandemic + visualization,,https://www.dropbox.com/scl/fi/rq4dkrqzwbial4bh405b7/TweetCOVID-A-System-for-Analyzing-Public-Sentiments-and-Discussions-about-COVID-19-via-Twitter-Activities.pdf?rlkey=21ktdzejik3na0gjdohw0o7kv&dl=0,2nd round
Uncovering chains of infections through spatio-temporal and visual analysis of COVID-19 contact traces,Computers & Graphics,2022,A database of records containing demographics information as well as a list of contacts,healthcare analysts and public health experts working in departments of public health (DPHs) in Germany,[Domain Subtype]: healthcare analysts and public health experts ,"The main task of the visual analytics dashboard is to facilitate the identification, assessment, and visualization of clusters in COVID-19 contact tracing networks. This involves analyzing accumulated epidemiological knowledge and metadata of infections to identify connected cases and clusters. Additionally, the dashboard supports the use of graph-based machine learning methods to find missing links between infection clusters.",Visualize,Analytical Visualization,temporal and graph-based dashboard with a geospatial visualization component and displaying user-selected chains of infections on an interactive map,The approach of the visual analytics dashboard involves combining epidemiological knowledge with graph-based machine learning methods to identify and visualize clusters in COVID-19 contact tracing networks,https://doi.org/10.1016/j.cag.2022.05.013,?,,https://www.dropbox.com/scl/fi/p6lzyc9vgpu0dzkn99vuu/1-s2.0-S0097849322000851-main.pdf?rlkey=ldpnhm58c3hfq9zm5mo7n8hpa&dl=0,1st round
Understanding Covid-19 using data visualization,,2021,Multiple public repositories of Covid-19 data , researchers and enthusiasts,[Domain Subtype]:  researchers and enthusiasts,The main task of the dashboard is to enable users to analyze and visualize various aspects of the COVID-19 pandemic,Visualize,Observational Visualization,dashboard that includes plot and charts,"interactive features such as filtering, sorting, and drilling down into specific subsets of data, as well as providing contextual information and explanatory text to help users interpret the visualizations effectively",https://doi.org/10.1109/ICACITE51222.2021.9404700,,,https://www.dropbox.com/scl/fi/yvcya1kqmjcyr49yfarp4/Understanding_Covid-19_using_data_visualization.pdf?rlkey=opvd1e5q7qyrlay8yxgbncw5m&dl=0,1st round
Using a real-world network to model localized COVID-19 control strategies,,2020, high-resolution GPS data gathered from a citizen-science experiment to generate a real-world social network,,,They simulated control strategies for SARS-CoV-2 transmission in a real-world social network generated from high-resolution GPS data,Model,Analytical Visualization,"network visualization, line chart, area chart",using simulation models to analyze the dynamics of COVID-19 transmission within a real-world social network,https://doi.org/10.1038/s41591-020-1036-8,Epidemiological modeling + visualization,,https://www.dropbox.com/scl/fi/dagcoqz5axqhjrf617qqb/Using-a-real-world-network-to-model-localized-COVID-19-control-strategies.pdf?rlkey=i7axgyp1dy2mhe6jynuhqf6bc&dl=0,2nd round
Using animation to visualize spatio-temporal varying COVID-19 data,,2020,From the Johns Hopkins University web site at ter.ps/coronajhu,,," the dynamic map visualization of COVID-19 related variables. Users can customize the visualization by selecting specific variables, spatial regions, and time intervals of interest.",Visualize,Observational Visualization,they proposed a tool that enable dynamic map visualization of COVID-19 where any combination of the variables can be viewed., dynamic map visualization coupled with interactive features for exploring COVID-19 data,https://doi.org/10.1145/3423459.3430761,,,https://www.dropbox.com/scl/fi/0azewsch8pkpb0rg9gr1u/Using-Animation-to-Visualize-Spatio-Temporal-Varying-COVID-19-Data.pdf?rlkey=jk1c1rig6zgs41zlqh6a5oz79&dl=0,1st round
VASA: Interactive Computational Steering of Large Asynchronous Simulation Pipelines for Societal Infrastructure,IEEE Transactions on Visualization and Computer Graphics,2014,Unsure (?) - examples involving supply chains during a hurricane as well as food contamination in a fast food restaurant chain,analysts and decision-makers,"[Policymakers], [Domain Subtype]: analysts",VASA enables users to model the impact of societal threats on critical infrastructure through distributed simulation components,Model,Analytical Visualization,"multiple components in a simulation pipeline, where each stage in the pipeline provides visualization for analysis, e.g. four simulation components for weather, critical infrastructure, road network routing, and supply chains. Also, multiple coordinated views: Calendar view with available events (e.g., weather, food poisoning, cyberattack, etc), Event timeline for configuring events, Map legend, Geographical map, pixel-based visualization.", The platform utilizes asynchronous simulation pipelines composed of individual simulation components with a common data and parameter exchange format,https://doi.org/10.1109/TVCG.2014.2346911,"healthcare, emergency response",,https://www.dropbox.com/scl/fi/sf6mfcymmgkcpzs3a1sn1/VASA_Interactive_Computational_Steering_of_Large_Asynchronous_Simulation_Pipelines_for_Societal_Infrastructure.pdf?rlkey=rvgsphtyoqv0eb716j1a1w63r&dl=0,1st round
Viral Visualizations: How Coronavirus Skeptics Use Orthodox Data Practices to Promote Unorthodox Science Online,,2021,,,,"They investigated how pandemic visualizations circulated on social media,",Understand,Disseminative Visualization,"Color encodes labeled clusters, network visualization, ","They used a quantitative analysis of how visualizations spread on Twitter and an ethnographic approach to analyzing conversations about COVID data on Facebook,",https://doi.org/10.1145/3411764.3445211,Pandemic + visualization,,https://www.dropbox.com/scl/fi/693tp0ak6crzd0hgtdap9/3411764.3445211.pdf?rlkey=9dohef0kt2sjq7hn5jnav025p&dl=0,2nd round
Virtual Reality visualization for computerized COVID-19 lesion segmentation and interpretation,,2021,CT-images from a local hospital containing 224 patients in Algeria who tested positive for the coronavirus,"medical professionals, including radiologists and clinicians","[Domain Subtype]: medical professionals, including radiologists and clinicians",develop an automated system for accurately screening COVID-19 disease using CT imaging and VR technology,Model,Analytical Visualization,"bar chart, treemap, stacked bar chart, ",combining novel CT imaging tools with VR technology to develop an automated system for COVID-19 screening and visualization,https://doi.org/10.1016/j.bspc.2021.103371,,,https://www.dropbox.com/scl/fi/b1y66u222d59hjuyri3lj/Virtual-Reality-visualization-for-computerized-COVID-19-lesion.pdf?rlkey=sfxhz4d9kpgm7c0348p3vd9eq&dl=0,1st round
VisCoMET: Visually Analyzing Team Collaboration in Medical Emergency Trainings,CGF,2023,,,,,,,"app with mutiple views: Timeline-based that includes timeline visualizations, legend explaining icons and color scales, zoomed-in cutout. Graph-based overview that includes panels and a node-link graph",,https://doi.org/10.1111/cgf.14819,Healthcare + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/b3r5o332hg41texgby1q7/VisCoMET-Visually-Analyzing-Team-Collaboration-in-Medical-Emergency-Trainings.pdf?rlkey=sdnsiouj3iuhhu3vg3y051p29&dl=0,2nd round
VisConnect: Distributed Event Synchronization for Collaborative Visualization,IEEE TVCG,2021,Unsure (?),,,"They contributed VisConnect: a web-based synchronous distributed collaborative visualization system that supports most web-based SVG data visualizations, balances system safety with responsiveness, and supports simultaneous interaction from many collaborators.",Visualize,Disseminative Visualization,"They introuced VisConnect: a system for distributed collaborative visualization that requires little to no changes to existing visualization implementations, supports most web-based SVG data visualizations","traditional visualization interaction techniques, such as drag, brush, and lasso,",https://doi.org/10.1109/TVCG.2020.3030366,Healthcare + visualization,,https://www.dropbox.com/scl/fi/tqo36coj0fw4ghm8hzbs0/VisConnect_Distributed_Event_Synchronization_for_Collaborative_Visualization.pdf?rlkey=tpndtxofyw77b7619mu75wf92&dl=0,1st & 2nd round
VisEvol: Visual Analytics to Support Hyperparameter Search through Evolutionary Optimization,CGF,2021,,,,,,,,,https://doi.org/10.1111/cgf.14300,Healthcare + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/n0yn6e6nhucx3y1n7uzd4/VisEvol-Visual-Analytics-to-Support-Hyperparameter-Search-through-Evolutionary-Optimization.pdf?rlkey=0in1wuqy8spx2y678bp7chtkq&dl=0,2nd round
VisInReport: Complementing Visual Discourse Analytics Through Personalized Insight Reports,IEEE TVCG,2022,,,,,,,,,https://doi.org/10.1109/TVCG.2021.3104026,Healthcare + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/vdgnb8vwali5o99ldr9ww/VisInReport_Complementing_Visual_Discourse_Analytics_Through_Personalized_Insight_Reports.pdf?rlkey=dxxd0dvtmjcddpxzyjbgg6ssx&dl=0,2nd round
VisOHC: Designing Visual Analytics for Online Health Communities,IEEE TVCG,2016,,,,,,,dashboard,,https://doi.org/10.1109/TVCG.2015.2467555,Healthcare + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/4gtfm3k3k6zfh02dna5uz/VisOHC_Designing_Visual_Analytics_for_Online_Health_Communities.pdf?rlkey=9gvwzlsof3zf84mo1j5wov94b&dl=0,2nd round
Visual analytics based search-analyze-forecast framework for epidemiological time-series data,IEEE VIS,2023,Our World in Data COVID dataset,public health professionals and experts,[Domain Subtype]: public health professionals and experts,develop a visual analytics approach to support data-driven prediction in the context of the COVID-19 pandemic,Model,Analytical Visualization,time series plots,"a search-analyze-predict process, consisting of a multi-metric, multi-criteria time-series search method and a data-driven prediction technique",https://doi.org/10.1109/Vis4PandEmRes60343.2023.00006,,Vis4PandEmRes,https://www.dropbox.com/scl/fi/sbl2nqamclr9m8f8okib8/Visual_Analytics_based_Search-Analyze-Forecast_Framework_for_Epidemiological_Time-series_Data.pdf?rlkey=ihvdsjg89q3r99g8qqcw66v4h&dl=0,1st round
Visual Analytics for Decision-Making During Pandemics,,2020,epidemiological data,,,"They presented PanViz 2.0 system, a visual analytics application for supporting pandemic preparedness through a tightly coupled epidemiological model and interactive interface.",Visualize,Analytical Visualization,"interactive app includes spatial distribution using map, temporal visualization using line chart. Network visualization","a trans-disciplinary collaboration between researchers, healthcare practitioners, and community health partners",https://doi.org/10.1109/MCSE.2020.3023288,Emergency responses + visualization,,https://www.dropbox.com/scl/fi/ssoty2s5ium5wuvxebsox/Visual_Analytics_for_Decision-Making_During_Pandemics.pdf?rlkey=qsgr1a60cip80d601bwuzkylb&dl=0,2nd round
Visual Analytics for Model Selection in Time Series Analysis,IEEE Transactions on Visualization and Computer Graphics,2013,The dataset of the daily number of deaths from cardiovascular disease from the NMMAPS study,domain experts,[Domain Subtype]: domain experts,model selection in time series analysis,Model,Analytical Visualization,"VA process for selecting the model iteratively, to find an adequate model for a given time series. The user inerface includes multiple views in the user interface, the time series plot (input data), the model selection toolbox, the the autocorrelation function (ACF) and partial autocorrelation function (PACF) plot that is a spike graph, which is a special type of bar chart, as well as further model selection, the residual analysis plots, and the model history including the information criteria.",a Visual Analytics process that combines human judgment with automated computation for model selection tasks,https://doi.org/10.1109/TVCG.2013.222,epidemiology,,https://www.dropbox.com/scl/fi/9a13q4flmcmj7lae2otui/Visual_Analytics_for_Model_Selection_in_Time_Series_Analysis.pdf?rlkey=dmqm1yarv3rl80y78dx82dw2d&dl=0,1st round
Visual Analytics of Contact Tracing Policy Simulations During an Emergency Response,Computer Graphics Forum,2022,Unsure (?) - Simulation data,epidemiologists and researchers ,[Domain Subtype]: epidemiologists and researchers ,"Inspecting infection maps and associated metadata to understand patterns of disease spread.
Summarizing the components of time-varying infection maps using representative trees.
Assessing the effectiveness of different control policies through interactive visualization techniques",Visualize,"Observational Visualization, Analytical Visualization",representative trees that summarize the many components of a time-varying infection map while preserving the epidemiological characteristics of each individual transmission tree. Interactive visualization techniques for the quick assessment of different control policies,development of a novel visual analytics approach for inspecting infection maps and associated metadat,https://doi.org/10.1111/cgf.14520,"pandemic, healthcare, emergency response",,https://www.dropbox.com/scl/fi/w2dfi7l6iweyorbdqqcai/Computer-Graphics-Forum-2022-Sondag-Visual-Analytics-of-Contact-Tracing-Policy-Simulations-During-an-Emergency.pdf?rlkey=jr5gf45gp5lsm7xkra26fu32z&dl=0,1st & 2nd round
Visual Analytics Platform for Centralized COVID-19 Digital Contact Tracing,CG&A,2023,digital contact tracing (DCT) data collected via mobile phone activity, researchers and decision-makers,"[Policymakers], [Domain Subtype]: researchers ",They presented the potential of visual analytics methods to summarize and extract relevant information from complex DCT data,Analyze,Analytical Visualization,"dashboard includes line chart, bar chart, interactive graph visualization",analyzing DCT data has the potential to enhance occupational risk prevention strategies during the COVID-19 pandemic,https://doi.ieeecomputersociety.org/10.1109/MCG.2022.3230328,Pandemic + visualization,,https://www.dropbox.com/scl/fi/s5o3319lg52u8dftcumwj/Visual-Analytics-Platform-for-Centralized-COVID-19-Digital-Contact-Tracing.pdf?rlkey=dpqlwy3ju5h0vkk88ii9v2xa0&dl=0,2nd round
Visualization and Communication Tool for Emergency Response,,2022,,,,,,,,,https://doi.org/10.1109/THS.2018.8574158,Emergency responses + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/02srrbhe1519fz4sz7f2z/Visualization_and_Communication_Tool_for_Emergency_Response.pdf?rlkey=l047j5ykcbk1kitm8dftly1yl&dl=0,2nd round
Visualization Design Practices in a Crisis: Behind the Scenes with COVID-19 Dashboard Creators,IEEE TVCG,2023,There is no specific mentioned of what data is used to create each dashboard. This paper is about the design process and decision behind creating the dashboards.,,,"They conducted a qualitative interview study among dashboard creators from federal agencies, state health departments, mainstream news media outlets, and other organizations that created (often widely-used) COVID-19 dashboards to answer the following questions: how did visualization creators engage in COVID-19 dashboard design, and what tensions, conflicts, and challenges arose during this process?",Understand,Observational Visualization,this paper is about early research examining the design practices in the production of COVID-19 visualizations,,https://doi.org/10.1109/TVCG.2022.3209493,Pandemic + visualization,,https://www.dropbox.com/scl/fi/gupaf3tcib61t6v9lnuya/Visualization_Design_Practices_in_a_Crisis_Behind_the_Scenes_with_COVID-19_Dashboard_Creators.pdf?rlkey=qwv5stjnae0vs9bklh8dyfm44&dl=0,1st & 2nd round
"Visualization for Epidemiological Modelling: Challenges, Solutions, Reflections & Recommendations",,2022,Unsure (?) - Covid-19 time-series data hosted at the SCRC infrastructure ,epidemiological modellers and visualization researchers,[Domain Subtype]: epidemiological modellers and visualization researchers,the collaboration between epidemiological modellers and visualization researchers to leverage visualization techniques in the context of modelling the COVID-19 pandemic.,Model,Analytical Visualization,viable online interactive visualizations and dashboards by developing a means of Propagating VisualDesigns,,https://doi.org/10.1098/rsta.2021.0299,,,https://www.dropbox.com/scl/fi/a9mg6aoxr0jtujm3x91n7/dykes-et-al-2022-visualization-for-epidemiological-modelling-challenges-solutions-reflections-and-recommendations.pdf?rlkey=ttupmcawjdgq1eej5flg30mv2&dl=0,1st round
Visualization of droplet spread produced by a nebulizer during the COVID-19 pandemic,,2021,,,,,,,,,https://doi.org/10.1093/qjmed/hcab169,Pandemic + visualization,no visualization,https://www.dropbox.com/scl/fi/xnwwzqkncfty7ydcnw9il/Visualization-of-droplet-spread-produced-by-a-nebulizer.pdf?rlkey=antakp1lflhber67akrbgqv4z&dl=0,2nd round
